aligned_name,source,taxonIDClean,taxonomicStatusClean,alternativeTaxonomicStatusClean,acceptedNameUsageID,canonicalName,scientificNameAuthorship,taxonRank,taxonomicStatus,family,subclass,taxonDistribution,ccAttributionIRI
Heliotropium foliatum,APC,https://id.biodiversity.org.au/node/apni/2888449,accepted,NA,https://id.biodiversity.org.au/node/apni/2888449,Heliotropium foliatum,R.Br.,Species,accepted,Boraginaceae,Magnoliidae,"WA, NT, Qld",https://id.biodiversity.org.au/tree/51354547/51236433
Heliotropium glanduliferum,APC,https://id.biodiversity.org.au/node/apni/2915185,accepted,NA,https://id.biodiversity.org.au/node/apni/2915185,Heliotropium glanduliferum,Craven,Species,accepted,Boraginaceae,Magnoliidae,"WA, NT",https://id.biodiversity.org.au/tree/51354547/51236460
Heliotropium heteranthum,APC,https://id.biodiversity.org.au/node/apni/2904750,accepted,NA,https://id.biodiversity.org.au/node/apni/2904750,Heliotropium heteranthum,(F.Muell.) Ewart & O.B.Davies,Species,accepted,Boraginaceae,Magnoliidae,WA,https://id.biodiversity.org.au/tree/51354547/51291846
Heliotropium leptaleum,APC,https://id.biodiversity.org.au/node/apni/2900716,accepted,NA,https://id.biodiversity.org.au/node/apni/2900716,Heliotropium leptaleum,Craven,Species,accepted,Boraginaceae,Magnoliidae,"WA, NT, Qld",https://id.biodiversity.org.au/tree/51354547/51236487
Heliotropium moorei,APC,https://id.biodiversity.org.au/node/apni/2888063,accepted,NA,https://id.biodiversity.org.au/node/apni/2888063,Heliotropium moorei,Craven,Species,accepted,Boraginaceae,Magnoliidae,"WA, NT, SA, Qld, NSW",https://id.biodiversity.org.au/tree/51354547/51236464
Heliotropium pachyphyllum,APC,https://id.biodiversity.org.au/node/apni/2891630,accepted,NA,https://id.biodiversity.org.au/node/apni/2891630,Heliotropium pachyphyllum,Craven,Species,accepted,Boraginaceae,Magnoliidae,"WA, NT, SA",https://id.biodiversity.org.au/tree/51354547/51236474
Heliotropium peninsulare,APC,https://id.biodiversity.org.au/node/apni/2886164,accepted,NA,https://id.biodiversity.org.au/node/apni/2886164,Heliotropium peninsulare,Craven,Species,accepted,Boraginaceae,Magnoliidae,Qld,https://id.biodiversity.org.au/tree/51354547/51236467
Heliotropium pleiopterum,APC,https://id.biodiversity.org.au/node/apni/2895628,accepted,NA,https://id.biodiversity.org.au/node/apni/2895628,Heliotropium pleiopterum,F.Muell.,Species,accepted,Boraginaceae,Magnoliidae,"WA, NT, SA",https://id.biodiversity.org.au/tree/51354547/51236411
Heliotropium plumosum,APC,https://id.biodiversity.org.au/node/apni/2895239,accepted,misapplied,https://id.biodiversity.org.au/node/apni/2895239,Heliotropium plumosum,Craven,Species,accepted,Boraginaceae,Magnoliidae,"NT, Qld",https://id.biodiversity.org.au/tree/51354547/51236491
Heliotropium rhadinostachyum,APC,https://id.biodiversity.org.au/node/apni/2890208,accepted,NA,https://id.biodiversity.org.au/node/apni/2890208,Heliotropium rhadinostachyum,Craven,Species,accepted,Boraginaceae,Magnoliidae,"NT, Qld",https://id.biodiversity.org.au/tree/51354547/51236435
Heliotropium supinum,APC,https://id.biodiversity.org.au/node/apni/2901225,accepted,NA,https://id.biodiversity.org.au/node/apni/2901225,Heliotropium supinum,L.,Species,accepted,Boraginaceae,Magnoliidae,"WA (naturalised), NT (naturalised), SA (naturalised), Qld (naturalised), NSW (naturalised), Vic (naturalised)",https://id.biodiversity.org.au/tree/51354547/51236407
Heliotropium tanythrix,APC,https://id.biodiversity.org.au/node/apni/2909640,accepted,NA,https://id.biodiversity.org.au/node/apni/2909640,Heliotropium tanythrix,Craven,Species,accepted,Boraginaceae,Magnoliidae,"WA, NT, SA, Qld",https://id.biodiversity.org.au/tree/51354547/51236496
Heliotropium tenuifolium,APC,https://id.biodiversity.org.au/node/apni/2917984,accepted,misapplied | pro parte misapplied,https://id.biodiversity.org.au/node/apni/2917984,Heliotropium tenuifolium,R.Br.,Species,accepted,Boraginaceae,Magnoliidae,"WA, NT, Qld",https://id.biodiversity.org.au/tree/51354547/51236472
Helipterum,APC,https://id.biodiversity.org.au/node/apni/8730539,accepted,taxonomic synonym,https://id.biodiversity.org.au/node/apni/8730539,Helipterum,DC.,Genus,accepted,Asteraceae,Magnoliidae,WA,https://id.biodiversity.org.au/tree/51354547/51244114
Helipterum craspedioides,APC,https://id.biodiversity.org.au/node/apni/2899842,accepted,NA,https://id.biodiversity.org.au/node/apni/2899842,Helipterum craspedioides,W.Fitzg.,Species,accepted,Asteraceae,Magnoliidae,WA,https://id.biodiversity.org.au/tree/51354547/51244115
Hemiandra pungens,APC,https://id.biodiversity.org.au/node/apni/2904766,accepted,NA,https://id.biodiversity.org.au/node/apni/2904766,Hemiandra pungens,R.Br.,Species,accepted,Lamiaceae,Magnoliidae,WA,https://id.biodiversity.org.au/tree/51354547/51241352
Hemichroa diandra,APC,https://id.biodiversity.org.au/instance/apni/942493,basionym,NA,https://id.biodiversity.org.au/node/apni/6888787,Surreya diandra,(R.Br.) R.Masson & G.Kadereit,Species,accepted,Amaranthaceae,Magnoliidae,"WA, NT, SA, NSW, Vic",https://id.biodiversity.org.au/tree/51354547/51235668
Hemigenia purpurea,APC,https://id.biodiversity.org.au/node/apni/2895290,accepted,NA,https://id.biodiversity.org.au/node/apni/2895290,Hemigenia purpurea,R.Br.,Species,accepted,Lamiaceae,Magnoliidae,NSW,https://id.biodiversity.org.au/tree/51354547/51241414
Herissantia crispa,APC,https://id.biodiversity.org.au/node/apni/2917799,accepted,NA,https://id.biodiversity.org.au/node/apni/2917799,Herissantia crispa,(L.) Brizicky,Species,accepted,Malvaceae,Magnoliidae,"WA, NT, Qld",https://id.biodiversity.org.au/tree/51354547/51229523
Heteropogon,APC,https://id.biodiversity.org.au/node/apni/2920967,accepted,NA,https://id.biodiversity.org.au/node/apni/2920967,Heteropogon,Pers.,Genus,accepted,Poaceae,Magnoliidae,"WA, NT, Qld, NSW",https://id.biodiversity.org.au/tree/51354547/51214219
Heteropogon contortus,APC,https://id.biodiversity.org.au/node/apni/2887575,accepted,NA,https://id.biodiversity.org.au/node/apni/2887575,Heteropogon contortus,(L.) P.Beauv. ex Roem. & Schult.,Species,accepted,Poaceae,Magnoliidae,"WA, NT, Qld, NSW",https://id.biodiversity.org.au/tree/51354547/51353464
Heteropogon triticeus,APC,https://id.biodiversity.org.au/node/apni/2909750,accepted,isonym,https://id.biodiversity.org.au/node/apni/2909750,Heteropogon triticeus,(R.Br.) Stapf ex Craib,Species,accepted,Poaceae,Magnoliidae,"NT, Qld",https://id.biodiversity.org.au/tree/51354547/51214220
Hibbertia,APC,https://id.biodiversity.org.au/taxon/apni/51305456,accepted,NA,https://id.biodiversity.org.au/taxon/apni/51305456,Hibbertia,Andrews,Genus,accepted,Dilleniaceae,Magnoliidae,"WA, NT, SA, Qld, NSW, ACT, Vic, Tas",https://id.biodiversity.org.au/tree/51354547/51351773
Hibbertia araneolifera,APC,https://id.biodiversity.org.au/node/apni/2920501,accepted,NA,https://id.biodiversity.org.au/node/apni/2920501,Hibbertia araneolifera,Toelken,Species,accepted,Dilleniaceae,Magnoliidae,Qld,https://id.biodiversity.org.au/tree/51354547/51263439
Hibbertia banksii,APC,https://id.biodiversity.org.au/node/apni/2911485,accepted,NA,https://id.biodiversity.org.au/node/apni/2911485,Hibbertia banksii,(R.Br. ex DC.) Benth.,Species,accepted,Dilleniaceae,Magnoliidae,Qld,https://id.biodiversity.org.au/tree/51354547/51219543
Hibbertia bracteata,APC,https://id.biodiversity.org.au/node/apni/2919490,accepted,taxonomic synonym,https://id.biodiversity.org.au/node/apni/2919490,Hibbertia bracteata,(R.Br. ex DC.) Benth.,Species,accepted,Dilleniaceae,Magnoliidae,NSW,https://id.biodiversity.org.au/tree/51354547/51219550
Hibbertia brevipedunculata,APC,https://id.biodiversity.org.au/node/apni/2890038,accepted,NA,https://id.biodiversity.org.au/node/apni/2890038,Hibbertia brevipedunculata,Toelken,Species,accepted,Dilleniaceae,Magnoliidae,"WA, NT",https://id.biodiversity.org.au/tree/51354547/51219551
Hibbertia candicans,APC,https://id.biodiversity.org.au/node/apni/2907230,accepted,NA,https://id.biodiversity.org.au/node/apni/2907230,Hibbertia candicans,(Hook.f.) Benth.,Species,accepted,Dilleniaceae,Magnoliidae,"NT, Qld",https://id.biodiversity.org.au/tree/51354547/51219547
Hibbertia caudice,APC,https://id.biodiversity.org.au/node/apni/2905148,accepted,NA,https://id.biodiversity.org.au/node/apni/2905148,Hibbertia caudice,Toelken,Species,accepted,Dilleniaceae,Magnoliidae,"NT, Qld",https://id.biodiversity.org.au/tree/51354547/51354520
Hibbertia circumdans,APC,https://id.biodiversity.org.au/taxon/apni/51283293,accepted,NA,https://id.biodiversity.org.au/taxon/apni/51283293,Hibbertia circumdans,B.J.Conn,Species,accepted,Dilleniaceae,Magnoliidae,NSW,https://id.biodiversity.org.au/tree/51354547/51283292
Hibbertia cistifolia,APC,https://id.biodiversity.org.au/node/apni/2892236,accepted,misapplied | pro parte misapplied,https://id.biodiversity.org.au/node/apni/2892236,Hibbertia cistifolia,R.Br. ex DC.,Species,accepted,Dilleniaceae,Magnoliidae,"NT, Qld",https://id.biodiversity.org.au/tree/51354547/51219554
Hibbertia conspicua,APC,https://id.biodiversity.org.au/node/apni/2911455,accepted,NA,https://id.biodiversity.org.au/node/apni/2911455,Hibbertia conspicua,(J.Drumm. ex Harv.) Gilg,Species,accepted,Dilleniaceae,Magnoliidae,WA,https://id.biodiversity.org.au/tree/51354547/51219555
Hibbertia crinita,APC,https://id.biodiversity.org.au/node/apni/2899370,accepted,NA,https://id.biodiversity.org.au/node/apni/2899370,Hibbertia crinita,Toelken,Species,accepted,Dilleniaceae,Magnoliidae,"SA, Vic",https://id.biodiversity.org.au/tree/51354547/51354505
Hibbertia dealbata,APC,https://id.biodiversity.org.au/node/apni/2909127,accepted,NA,https://id.biodiversity.org.au/node/apni/2909127,Hibbertia dealbata,(R.Br. ex DC.) Benth.,Species,accepted,Dilleniaceae,Magnoliidae,"NT, Qld",https://id.biodiversity.org.au/tree/51354547/51219548
Hibbertia decumbens,APC,https://id.biodiversity.org.au/node/apni/2908365,accepted,NA,https://id.biodiversity.org.au/node/apni/2908365,Hibbertia decumbens,Toelken,Species,accepted,Dilleniaceae,Magnoliidae,NSW,https://id.biodiversity.org.au/tree/51354547/51219411
Hibbertia devitata,APC,https://id.biodiversity.org.au/node/apni/2915804,accepted,NA,https://id.biodiversity.org.au/node/apni/2915804,Hibbertia devitata,Toelken,Species,accepted,Dilleniaceae,Magnoliidae,"SA, Vic",https://id.biodiversity.org.au/tree/51354547/51219697
Hibbertia dilatata,APC,https://id.biodiversity.org.au/node/apni/2917749,accepted,taxonomic synonym,https://id.biodiversity.org.au/node/apni/2917749,Hibbertia dilatata,(Benth.) J.W.Horn,Species,accepted,Dilleniaceae,Magnoliidae,NT,https://id.biodiversity.org.au/tree/51354547/51219463
Hibbertia eatoniae,APC,https://id.biodiversity.org.au/node/apni/2889020,accepted,NA,https://id.biodiversity.org.au/node/apni/2889020,Hibbertia eatoniae,Diels,Species,accepted,Dilleniaceae,Magnoliidae,WA,https://id.biodiversity.org.au/tree/51354547/51219386
Hibbertia exasperata,APC,https://id.biodiversity.org.au/node/apni/2905753,accepted,NA,https://id.biodiversity.org.au/node/apni/2905753,Hibbertia exasperata,(Steud.) Briq.,Species,accepted,Dilleniaceae,Magnoliidae,WA,https://id.biodiversity.org.au/tree/51354547/51219388
Hibbertia exutiacies,APC,https://id.biodiversity.org.au/node/apni/2894410,accepted,NA,https://id.biodiversity.org.au/node/apni/2894410,Hibbertia exutiacies,N.A.Wakef.,Species,accepted,Dilleniaceae,Magnoliidae,"SA, Qld, Vic",https://id.biodiversity.org.au/tree/51354547/51219593
Hibbertia glabriuscula,APC,https://id.biodiversity.org.au/node/apni/2888278,accepted,NA,https://id.biodiversity.org.au/node/apni/2888278,Hibbertia glabriuscula,J.R.Wheeler,Species,accepted,Dilleniaceae,Magnoliidae,WA,https://id.biodiversity.org.au/tree/51354547/51219704
Hibbertia glebosa subsp. glebosa,APC,https://id.biodiversity.org.au/node/apni/2890168,accepted,NA,https://id.biodiversity.org.au/node/apni/2890168,Hibbertia glebosa subsp. glebosa,NA,Subspecies,accepted,Dilleniaceae,Magnoliidae,SA,https://id.biodiversity.org.au/tree/51354547/51219703
Hibbertia glomerosa var. glomerosa,APC,https://id.biodiversity.org.au/node/apni/2919796,accepted,NA,https://id.biodiversity.org.au/node/apni/2919796,Hibbertia glomerosa var. glomerosa,NA,Varietas,accepted,Dilleniaceae,Magnoliidae,WA,https://id.biodiversity.org.au/tree/51354547/51219586
Hibbertia grossulariifolia,APC,https://id.biodiversity.org.au/taxon/apni/51300216,accepted,NA,https://id.biodiversity.org.au/taxon/apni/51300216,Hibbertia grossulariifolia,(Salisb.) Salisb.,Species,accepted,Dilleniaceae,Magnoliidae,WA,https://id.biodiversity.org.au/tree/51354547/51300215
Hibbertia hemignosta,APC,https://id.biodiversity.org.au/node/apni/2898001,accepted,NA,https://id.biodiversity.org.au/node/apni/2898001,Hibbertia hemignosta,(Steud.) J.R.Wheeler,Species,accepted,Dilleniaceae,Magnoliidae,WA,https://id.biodiversity.org.au/tree/51354547/51219592
Hibbertia huegelii,APC,https://id.biodiversity.org.au/node/apni/2921158,accepted,NA,https://id.biodiversity.org.au/node/apni/2921158,Hibbertia huegelii,(Endl.) F.Muell.,Species,accepted,Dilleniaceae,Magnoliidae,WA,https://id.biodiversity.org.au/tree/51354547/51342309
Hibbertia hypericoides subsp. hypericoides,APC,https://id.biodiversity.org.au/taxon/apni/51298300,accepted,NA,https://id.biodiversity.org.au/taxon/apni/51298300,Hibbertia hypericoides subsp. hypericoides,NA,Subspecies,accepted,Dilleniaceae,Magnoliidae,WA,https://id.biodiversity.org.au/tree/51354547/51298299
Hibbertia inconspicua,APC,https://id.biodiversity.org.au/node/apni/2894328,accepted,NA,https://id.biodiversity.org.au/node/apni/2894328,Hibbertia inconspicua,Ostenf.,Species,accepted,Dilleniaceae,Magnoliidae,WA,https://id.biodiversity.org.au/tree/51354547/51219573
Hibbertia juncea,APC,https://id.biodiversity.org.au/node/apni/2904077,accepted,NA,https://id.biodiversity.org.au/node/apni/2904077,Hibbertia juncea,(Benth.) J.W.Horn,Species,accepted,Dilleniaceae,Magnoliidae,NT,https://id.biodiversity.org.au/tree/51354547/51219465
Hibbertia lepidota,APC,https://id.biodiversity.org.au/node/apni/2888927,accepted,NA,https://id.biodiversity.org.au/node/apni/2888927,Hibbertia lepidota,R.Br. ex DC.,Species,accepted,Dilleniaceae,Magnoliidae,"WA, NT, Qld",https://id.biodiversity.org.au/tree/51354547/51219511
Hibbertia montana,APC,https://id.biodiversity.org.au/node/apni/2916204,accepted,misapplied,https://id.biodiversity.org.au/node/apni/2916204,Hibbertia montana,Steud.,Species,accepted,Dilleniaceae,Magnoliidae,WA,https://id.biodiversity.org.au/tree/51354547/51219613
Hibbertia obtusifolia,APC,https://id.biodiversity.org.au/node/apni/2903565,accepted,NA,https://id.biodiversity.org.au/node/apni/2903565,Hibbertia obtusifolia,DC.,Species,accepted,Dilleniaceae,Magnoliidae,"Qld, NSW, ACT, Vic, Tas (presumed extinct)",https://id.biodiversity.org.au/tree/51354547/51219623
Hibbertia paeninsularis,APC,https://id.biodiversity.org.au/node/apni/2891985,accepted,NA,https://id.biodiversity.org.au/node/apni/2891985,Hibbertia paeninsularis,J.M.Black,Species,accepted,Dilleniaceae,Magnoliidae,SA,https://id.biodiversity.org.au/tree/51354547/51219627
Hibbertia pallidiflora,APC,https://id.biodiversity.org.au/node/apni/2896706,accepted,NA,https://id.biodiversity.org.au/node/apni/2896706,Hibbertia pallidiflora,Toelken,Species,accepted,Dilleniaceae,Magnoliidae,"SA, Vic",https://id.biodiversity.org.au/tree/51354547/51251059
Hibbertia platyphylla subsp. halmaturina,APC,https://id.biodiversity.org.au/node/apni/2900278,accepted,NA,https://id.biodiversity.org.au/node/apni/2900278,Hibbertia platyphylla subsp. halmaturina,Toelken,Subspecies,accepted,Dilleniaceae,Magnoliidae,SA,https://id.biodiversity.org.au/tree/51354547/51219639
Hibbertia prostrata,APC,https://id.biodiversity.org.au/instance/apni/913220,taxonomic synonym,NA,https://id.biodiversity.org.au/taxon/apni/51283291,Hibbertia fasciculata,R.Br. ex DC.,Species,accepted,Dilleniaceae,Magnoliidae,"SA, Qld, NSW, Vic, Tas",https://id.biodiversity.org.au/tree/51354547/51219569
Hibbertia pulchra var. pulchra,APC,https://id.biodiversity.org.au/node/apni/2913547,accepted,NA,https://id.biodiversity.org.au/node/apni/2913547,Hibbertia pulchra var. pulchra,NA,Varietas,accepted,Dilleniaceae,Magnoliidae,WA,https://id.biodiversity.org.au/tree/51354547/51219445
Hibbertia riparia,APC,https://id.biodiversity.org.au/taxon/apni/51298307,accepted,misapplied | pro parte misapplied,https://id.biodiversity.org.au/taxon/apni/51298307,Hibbertia riparia,(R.Br. ex DC.) Hoogland,Species,accepted,Dilleniaceae,Magnoliidae,"Qld, NSW, SA, Vic, Tas",https://id.biodiversity.org.au/tree/51354547/51298306
Hibbertia rostellata,APC,https://id.biodiversity.org.au/node/apni/2920558,accepted,NA,https://id.biodiversity.org.au/node/apni/2920558,Hibbertia rostellata,Turcz.,Species,accepted,Dilleniaceae,Magnoliidae,WA,https://id.biodiversity.org.au/tree/51354547/51219654
Hibbertia sericea,APC,https://id.biodiversity.org.au/node/apni/2895583,accepted,misapplied | pro parte nomenclatural synonym | pro parte misapplied,https://id.biodiversity.org.au/node/apni/2895583,Hibbertia sericea,(R.Br. ex DC.) Benth.,Species,accepted,Dilleniaceae,Magnoliidae,"SA, Qld, Vic, Tas",https://id.biodiversity.org.au/tree/51354547/51219659
Hibbertia serpyllifolia,APC,https://id.biodiversity.org.au/node/apni/7170172,accepted,pro parte misapplied,https://id.biodiversity.org.au/node/apni/7170172,Hibbertia serpyllifolia,R.Br. ex DC.,Species,accepted,Dilleniaceae,Magnoliidae,Qld,https://id.biodiversity.org.au/tree/51354547/51354535
Hibbertia sphenandra,APC,https://id.biodiversity.org.au/node/apni/2889671,accepted,NA,https://id.biodiversity.org.au/node/apni/2889671,Hibbertia sphenandra,(F.Muell. & Tate) J.W.Horn,Species,accepted,Dilleniaceae,Magnoliidae,"WA, NT",https://id.biodiversity.org.au/tree/51354547/51219684
Hibbertia stenophylla,APC,https://id.biodiversity.org.au/node/apni/2886261,accepted,NA,https://id.biodiversity.org.au/node/apni/2886261,Hibbertia stenophylla,J.R.Wheeler,Species,accepted,Dilleniaceae,Magnoliidae,WA,https://id.biodiversity.org.au/tree/51354547/51219440
Hibbertia subvaginata,APC,https://id.biodiversity.org.au/node/apni/2916623,accepted,NA,https://id.biodiversity.org.au/node/apni/2916623,Hibbertia subvaginata,(Steud.) F.Muell.,Species,accepted,Dilleniaceae,Magnoliidae,WA,https://id.biodiversity.org.au/tree/51354547/51219688
Hibbertia tasmanica,APC,https://id.biodiversity.org.au/node/apni/2912199,accepted,NA,https://id.biodiversity.org.au/node/apni/2912199,Hibbertia tasmanica,Baill.,Species,accepted,Dilleniaceae,Magnoliidae,NT,https://id.biodiversity.org.au/tree/51354547/51219452
Hibbertia vaginata,APC,https://id.biodiversity.org.au/node/apni/2916988,accepted,NA,https://id.biodiversity.org.au/node/apni/2916988,Hibbertia vaginata,(Benth.) F.Muell.,Species,accepted,Dilleniaceae,Magnoliidae,WA,https://id.biodiversity.org.au/tree/51354547/51219382
Hibbertia virgata,APC,https://id.biodiversity.org.au/node/apni/2911937,accepted,taxonomic synonym,https://id.biodiversity.org.au/node/apni/2911937,Hibbertia virgata,R.Br. ex DC.,Species,accepted,Dilleniaceae,Magnoliidae,"SA, NSW, Vic, Tas",https://id.biodiversity.org.au/tree/51354547/51219696
Hibiscus,APC,https://id.biodiversity.org.au/taxon/apni/51288474,accepted,NA,https://id.biodiversity.org.au/taxon/apni/51288474,Hibiscus,L.,Genus,accepted,Malvaceae,Magnoliidae,"WA (native and naturalised), CoI, ChI, NT (native and naturalised), SA (native and naturalised), Qld (native and naturalised), NSW (native and naturalised), LHI (native and naturalised), NI (native and naturalised), ACT (doubtfully naturalised), Vic (native and naturalised)",https://id.biodiversity.org.au/tree/51354547/51288473
Hibiscus austrinus var. austrinus,APC,https://id.biodiversity.org.au/node/apni/6562247,accepted,NA,https://id.biodiversity.org.au/node/apni/6562247,Hibiscus austrinus var. austrinus,NA,Varietas,accepted,Malvaceae,Magnoliidae,"WA, NT",https://id.biodiversity.org.au/tree/51354547/51229559
Hibiscus brachysiphonius,APC,https://id.biodiversity.org.au/node/apni/2891329,accepted,NA,https://id.biodiversity.org.au/node/apni/2891329,Hibiscus brachysiphonius,F.Muell.,Species,accepted,Malvaceae,Magnoliidae,"WA, NT, SA, Qld, NSW, Vic",https://id.biodiversity.org.au/tree/51354547/51229575
Hibiscus burtonii,APC,https://id.biodiversity.org.au/node/apni/2889182,accepted,NA,https://id.biodiversity.org.au/node/apni/2889182,Hibiscus burtonii,F.M.Bailey,Species,accepted,Malvaceae,Magnoliidae,"WA, NT, SA, Qld",https://id.biodiversity.org.au/tree/51354547/51229576
Hibiscus krichauffianus,APC,https://id.biodiversity.org.au/node/apni/2904910,accepted,NA,https://id.biodiversity.org.au/node/apni/2904910,Hibiscus krichauffianus,F.Muell.,Species,accepted,Malvaceae,Magnoliidae,"WA, NT, SA, Qld, NSW, Vic",https://id.biodiversity.org.au/tree/51354547/51229593
Hibiscus leptocladus,APC,https://id.biodiversity.org.au/node/apni/2910900,accepted,NA,https://id.biodiversity.org.au/node/apni/2910900,Hibiscus leptocladus,Benth.,Species,accepted,Malvaceae,Magnoliidae,"WA, NT, Qld",https://id.biodiversity.org.au/tree/51354547/51229595
Hibiscus meraukensis,APC,https://id.biodiversity.org.au/taxon/apni/51288496,accepted,NA,https://id.biodiversity.org.au/taxon/apni/51288496,Hibiscus meraukensis,Hochr.,Species,accepted,Malvaceae,Magnoliidae,"WA, NT, Qld",https://id.biodiversity.org.au/tree/51354547/51288495
Hibiscus sp. Gardneri (A.L.Payne PRP 1435),APC,https://id.biodiversity.org.au/node/apni/2897098,accepted,NA,https://id.biodiversity.org.au/node/apni/2897098,Hibiscus sp. Gardneri (A.L.Payne PRP 1435),WA Herbarium,Species,accepted,Malvaceae,Magnoliidae,WA,https://id.biodiversity.org.au/tree/51354547/51229621
Hibiscus sturtii,APC,https://id.biodiversity.org.au/node/apni/2891071,accepted,NA,https://id.biodiversity.org.au/node/apni/2891071,Hibiscus sturtii,Hook.,Species,accepted,Malvaceae,Magnoliidae,"WA, NT, SA, Qld, NSW",https://id.biodiversity.org.au/tree/51354547/51229566
Hibiscus sturtii var. campylochlamys,APC,https://id.biodiversity.org.au/node/apni/2891370,accepted,NA,https://id.biodiversity.org.au/node/apni/2891370,Hibiscus sturtii var. campylochlamys,F.Muell. ex Benth.,Varietas,accepted,Malvaceae,Magnoliidae,"WA, NT, Qld",https://id.biodiversity.org.au/tree/51354547/51229571
Hibiscus sturtii var. grandiflorus,APC,https://id.biodiversity.org.au/node/apni/2909928,accepted,NA,https://id.biodiversity.org.au/node/apni/2909928,Hibiscus sturtii var. grandiflorus,Benth.,Varietas,accepted,Malvaceae,Magnoliidae,"WA, NT, SA, Qld, NSW",https://id.biodiversity.org.au/tree/51354547/51229572
Hibiscus sturtii var. platychlamys,APC,https://id.biodiversity.org.au/node/apni/2898746,accepted,NA,https://id.biodiversity.org.au/node/apni/2898746,Hibiscus sturtii var. platychlamys,Benth.,Varietas,accepted,Malvaceae,Magnoliidae,"WA, NT, Qld",https://id.biodiversity.org.au/tree/51354547/51229574
Hibiscus verdcourtii,APC,https://id.biodiversity.org.au/node/apni/2919603,accepted,NA,https://id.biodiversity.org.au/node/apni/2919603,Hibiscus verdcourtii,Craven,Species,accepted,Malvaceae,Magnoliidae,"WA, NT, SA, Qld, NSW",https://id.biodiversity.org.au/tree/51354547/51354508
Hierochloe submutica,APC,https://id.biodiversity.org.au/node/apni/2902783,accepted,NA,https://id.biodiversity.org.au/node/apni/2902783,Hierochloe submutica,F.Muell.,Species,accepted,Poaceae,Magnoliidae,"NSW, Vic",https://id.biodiversity.org.au/tree/51354547/51213555
Holcolemma dispar,APC,https://id.biodiversity.org.au/node/apni/2886533,accepted,NA,https://id.biodiversity.org.au/node/apni/2886533,Holcolemma dispar,Clayton,Species,accepted,Poaceae,Magnoliidae,Qld,https://id.biodiversity.org.au/tree/51354547/51213863
Holcus lanatus,APC,https://id.biodiversity.org.au/node/apni/2907479,accepted,NA,https://id.biodiversity.org.au/node/apni/2907479,Holcus lanatus,L.,Species,accepted,Poaceae,Magnoliidae,"WA (naturalised), SA (naturalised), Qld (naturalised), NSW (naturalised), ACT (naturalised), Vic (naturalised), Tas (naturalised)",https://id.biodiversity.org.au/tree/51354547/51213301
Homalocalyx aureus,APC,https://id.biodiversity.org.au/node/apni/2894360,accepted,NA,https://id.biodiversity.org.au/node/apni/2894360,Homalocalyx aureus,(C.A.Gardner) Craven,Species,accepted,Myrtaceae,Magnoliidae,WA,https://id.biodiversity.org.au/tree/51354547/51232782
Homalocalyx grandiflorus,APC,https://id.biodiversity.org.au/node/apni/2891066,accepted,NA,https://id.biodiversity.org.au/node/apni/2891066,Homalocalyx grandiflorus,(C.A.Gardner) Craven,Species,accepted,Myrtaceae,Magnoliidae,WA,https://id.biodiversity.org.au/tree/51354547/51232777
Homalocalyx pulcherrimus,APC,https://id.biodiversity.org.au/node/apni/2888406,accepted,NA,https://id.biodiversity.org.au/node/apni/2888406,Homalocalyx pulcherrimus,(Ewart & B.Rees) Craven,Species,accepted,Myrtaceae,Magnoliidae,WA,https://id.biodiversity.org.au/tree/51354547/51232780
Homalocalyx thryptomenoides,APC,https://id.biodiversity.org.au/node/apni/2903679,accepted,NA,https://id.biodiversity.org.au/node/apni/2903679,Homalocalyx thryptomenoides,(F.Muell.) Craven,Species,accepted,Myrtaceae,Magnoliidae,WA,https://id.biodiversity.org.au/tree/51354547/51232783
Homopholis belsonii,APC,https://id.biodiversity.org.au/node/apni/2912755,accepted,NA,https://id.biodiversity.org.au/node/apni/2912755,Homopholis belsonii,C.E.Hubb.,Species,accepted,Poaceae,Magnoliidae,"Qld, NSW",https://id.biodiversity.org.au/tree/51354547/51213865
Homoranthus flavescens,APC,https://id.biodiversity.org.au/node/apni/2887522,accepted,NA,https://id.biodiversity.org.au/node/apni/2887522,Homoranthus flavescens,A.Cunn. ex Schauer,Species,accepted,Myrtaceae,Magnoliidae,NSW,https://id.biodiversity.org.au/tree/51354547/51232815
Hordeum,APC,https://id.biodiversity.org.au/taxon/apni/51291361,accepted,NA,https://id.biodiversity.org.au/taxon/apni/51291361,Hordeum,L.,Genus,accepted,Poaceae,Magnoliidae,"WA (naturalised), NT (naturalised), SA (naturalised), Qld (naturalised), LHI (naturalised), NI (naturalised), NSW (naturalised), ACT (naturalised), Vic (naturalised), Tas (naturalised)",https://id.biodiversity.org.au/tree/51354547/51213290
Hordeum leporinum,APC,https://id.biodiversity.org.au/node/apni/2887615,accepted,pro parte misapplied,https://id.biodiversity.org.au/node/apni/2887615,Hordeum leporinum,Link,Species,accepted,Poaceae,Magnoliidae,"WA (naturalised), NT (doubtfully naturalised), SA (naturalised), NSW (naturalised), LHI (naturalised), NI (naturalised), ACT (naturalised), Vic (naturalised), Tas (naturalised)",https://id.biodiversity.org.au/tree/51354547/51213296
Hovea chorizemifolia,APC,https://id.biodiversity.org.au/node/apni/2903052,accepted,NA,https://id.biodiversity.org.au/node/apni/2903052,Hovea chorizemifolia,DC.,Species,accepted,Fabaceae,Magnoliidae,WA,https://id.biodiversity.org.au/tree/51354547/51301806
