aligned_name,source,taxonIDClean,taxonomicStatusClean,alternativeTaxonomicStatusClean,acceptedNameUsageID,canonicalName,scientificNameAuthorship,taxonRank,taxonomicStatus,family,subclass,taxonDistribution,ccAttributionIRI
Chloris,APC,https://id.biodiversity.org.au/node/apni/2910877,accepted,NA,https://id.biodiversity.org.au/node/apni/2910877,Chloris,Sw.,Genus,accepted,Poaceae,Magnoliidae,"WA (native and naturalised), CoI (naturalised), ChI (naturalised), NT (native and naturalised), SA (native and naturalised), Qld (native and naturalised), NSW (native and naturalised), LHI (naturalised), NI (naturalised), ACT (native and doubtfully naturalised), Vic (native and naturalised)",https://id.biodiversity.org.au/tree/51354547/51212850
Chloris divaricata,APC,https://id.biodiversity.org.au/node/apni/2906347,accepted,NA,https://id.biodiversity.org.au/node/apni/2906347,Chloris divaricata,R.Br.,Species,accepted,Poaceae,Magnoliidae,"Qld, NSW",https://id.biodiversity.org.au/tree/51354547/51212855
Chloris pectinata,APC,https://id.biodiversity.org.au/node/apni/2897602,accepted,NA,https://id.biodiversity.org.au/node/apni/2897602,Chloris pectinata,Benth.,Species,accepted,Poaceae,Magnoliidae,"WA, NT, SA, Qld, NSW",https://id.biodiversity.org.au/tree/51354547/51212860
Chloris pumilio,APC,https://id.biodiversity.org.au/node/apni/2894776,accepted,misapplied,https://id.biodiversity.org.au/node/apni/2894776,Chloris pumilio,R.Br.,Species,accepted,Poaceae,Magnoliidae,"WA, NT, Qld",https://id.biodiversity.org.au/tree/51354547/51212861
Chloris truncata,APC,https://id.biodiversity.org.au/node/apni/2909038,accepted,NA,https://id.biodiversity.org.au/node/apni/2909038,Chloris truncata,R.Br.,Species,accepted,Poaceae,Magnoliidae,"WA, SA, Qld, NSW, LHI (naturalised), ACT, Vic",https://id.biodiversity.org.au/tree/51354547/51212862
Chloris ventricosa,APC,https://id.biodiversity.org.au/node/apni/2893989,accepted,NA,https://id.biodiversity.org.au/node/apni/2893989,Chloris ventricosa,R.Br.,Species,accepted,Poaceae,Magnoliidae,"Qld, NSW, Vic",https://id.biodiversity.org.au/tree/51354547/51212863
Chloris virgata,APC,https://id.biodiversity.org.au/node/apni/2896194,accepted,NA,https://id.biodiversity.org.au/node/apni/2896194,Chloris virgata,Sw.,Species,accepted,Poaceae,Magnoliidae,"WA (naturalised), NT (naturalised), SA (naturalised), Qld (naturalised), NSW (naturalised), ACT (naturalised), Vic (naturalised)",https://id.biodiversity.org.au/tree/51354547/51212854
Choretrum glomeratum,APC,https://id.biodiversity.org.au/node/apni/2892620,accepted,misapplied | pro parte misapplied,https://id.biodiversity.org.au/node/apni/2892620,Choretrum glomeratum,R.Br.,Species,accepted,Santalaceae,Magnoliidae,"WA, SA,Vic",https://id.biodiversity.org.au/tree/51354547/51236086
Choretrum pauciflorum,APC,https://id.biodiversity.org.au/node/apni/2903587,accepted,NA,https://id.biodiversity.org.au/node/apni/2903587,Choretrum pauciflorum,A.DC.,Species,accepted,Santalaceae,Magnoliidae,"NSW, ACT, Vic",https://id.biodiversity.org.au/tree/51354547/51265859
Choriceras tricorne,APC,https://id.biodiversity.org.au/taxon/apni/51291138,accepted,NA,https://id.biodiversity.org.au/taxon/apni/51291138,Choriceras tricorne,(Benth.) Airy Shaw,Species,accepted,Picrodendraceae,Magnoliidae,"NT, Qld",https://id.biodiversity.org.au/tree/51354547/51291860
Chorizema genistoides,APC,https://id.biodiversity.org.au/node/apni/2909672,accepted,NA,https://id.biodiversity.org.au/node/apni/2909672,Chorizema genistoides,(Meisn.) C.A.Gardner,Species,accepted,Fabaceae,Magnoliidae,WA,https://id.biodiversity.org.au/tree/51354547/51225567
Chorizema racemosum,APC,https://id.biodiversity.org.au/node/apni/2894541,accepted,NA,https://id.biodiversity.org.au/node/apni/2894541,Chorizema racemosum,(Meisn.) J.M.Taylor & Crisp,Species,accepted,Fabaceae,Magnoliidae,WA,https://id.biodiversity.org.au/tree/51354547/51225590
Chrysanthemoides monilifera,APC,https://id.biodiversity.org.au/node/apni/2898351,accepted,NA,https://id.biodiversity.org.au/node/apni/2898351,Chrysanthemoides monilifera,(L.) Norl.,Species,accepted,Asteraceae,Magnoliidae,"WA (naturalised), SA (naturalised), Qld (naturalised), NSW (naturalised), LHI (naturalised), Vic (naturalised), Tas (naturalised)",https://id.biodiversity.org.au/tree/51354547/51244023
Chrysanthemoides monilifera subsp. monilifera,APC,https://id.biodiversity.org.au/node/apni/2913231,accepted,NA,https://id.biodiversity.org.au/node/apni/2913231,Chrysanthemoides monilifera subsp. monilifera,NA,Subspecies,accepted,Asteraceae,Magnoliidae,"WA (naturalised), SA (naturalised), NSW (naturalised), Vic (naturalised), Tas (naturalised)",https://id.biodiversity.org.au/tree/51354547/51244024
Chrysitrix distigmatosa,APC,https://id.biodiversity.org.au/node/apni/2903155,accepted,NA,https://id.biodiversity.org.au/node/apni/2903155,Chrysitrix distigmatosa,C.B.Clarke ex Diels & E.Pritz.,Species,accepted,Cyperaceae,Magnoliidae,WA,https://id.biodiversity.org.au/tree/51354547/51215287
Chrysocephalum apiculatum,APC,https://id.biodiversity.org.au/taxon/apni/51268161,accepted,NA,https://id.biodiversity.org.au/taxon/apni/51268161,Chrysocephalum apiculatum,(Labill.) Steetz,Species,accepted,Asteraceae,Magnoliidae,"WA, NT, SA, Qld, NSW, ACT, Vic, Tas",https://id.biodiversity.org.au/tree/51354547/51346087
