canonicalName,RS_value
Corymbia deserticola,woody
Corymbia dichromophloia,woody
Corymbia disjuncta,woody
Corymbia ferruginea,woody
Corymbia flavescens,woody
Corymbia foelscheana,woody
Corymbia grandifolia,woody
Corymbia greeniana,woody
Corymbia gummifera,woody
Corymbia hamersleyana,woody
Corymbia nesophila,woody
Corymbia novoguinensis,woody
Corymbia opaca,woody
Corymbia papuana,woody
Corymbia pocillum,woody
Corymbia polycarpa,woody
Corymbia porrecta,woody
Corymbia ptychocarpa,woody
Corymbia setosa,woody
Corymbia stockeri,woody
Corymbia terminalis,woody
Enekbatus cristatus,woody
Enekbatus cryptandroides,woody
Enekbatus stowardii,woody
Eremaea ebracteata,woody
Eremaea pauciflora,woody
Eucalyptus accedens,woody
Eucalyptus adesmophloia,woody
Eucalyptus albopurpurea,woody
Eucalyptus amygdalina,woody
Eucalyptus andrewsii,woody
Eucalyptus baxteri,woody
Eucalyptus blakelyi,woody
Eucalyptus blaxlandii,woody
Eucalyptus brachycalyx,woody
Eucalyptus burracoppinensis,woody
Eucalyptus camaldulensis,woody
Eucalyptus celastroides,woody
Eucalyptus ceratocorys,woody
Eucalyptus chlorophylla,woody
Eucalyptus cladocalyx,woody
Eucalyptus clelandiorum,woody
Eucalyptus cneorifolia,woody
Eucalyptus confluens,woody
Eucalyptus consideniana,woody
Eucalyptus coolabah,woody
Eucalyptus cosmophylla,woody
Eucalyptus crebra,woody
Eucalyptus cullenii,woody
Eucalyptus cyanophylla,woody
Eucalyptus cylindrocarpa,woody
Eucalyptus cypellocarpa,woody
Eucalyptus dealbata,woody
Eucalyptus deanei,woody
Eucalyptus diversifolia,woody
Eucalyptus dives,woody
Eucalyptus drummondii,woody
Eucalyptus dumosa,woody
Eucalyptus eremicola,woody
Eucalyptus eudesmioides,woody
Eucalyptus fasciculosa,woody
Eucalyptus flindersii,woody
Eucalyptus gamophylla,woody
Eucalyptus gillii,woody
Eucalyptus gittinsii,woody
Eucalyptus globoidea,woody
Eucalyptus gongylocarpa,woody
Eucalyptus goniocalyx,woody
Eucalyptus gracilis,woody
Eucalyptus haemastoma,woody
Eucalyptus horistes,woody
Eucalyptus incrassata,woody
Eucalyptus intertexta,woody
Eucalyptus kingsmillii,woody
Eucalyptus largiflorens,woody
Eucalyptus leptophleba,woody
Eucalyptus leptophylla,woody
Eucalyptus leptopoda,woody
Eucalyptus leucophloia,woody
Eucalyptus leucoxylon,woody
Eucalyptus longicornis,woody
Eucalyptus longissima,woody
Eucalyptus loxophleba,woody
Eucalyptus macrorhyncha,woody
Eucalyptus mannifera,woody
Eucalyptus marginata,woody
Eucalyptus megasepala,woody
Eucalyptus melanophloia,woody
Eucalyptus melliodora,woody
Eucalyptus microcarpa,woody
Eucalyptus microneura,woody
Eucalyptus microtheca,woody
Eucalyptus miniata,woody
Eucalyptus moderata,woody
Eucalyptus obliqua,woody
Eucalyptus obtusiflora,woody
Eucalyptus odorata,woody
Eucalyptus oldfieldii,woody
Eucalyptus oleosa,woody
Eucalyptus orgadophila,woody
Eucalyptus pachyphylla,woody
Eucalyptus patellaris,woody
Eucalyptus pauciflora,woody
Eucalyptus petraea,woody
Eucalyptus phoenicea,woody
Eucalyptus piperita,woody
Eucalyptus platycorys,woody
Eucalyptus polybractea,woody
Eucalyptus populnea,woody
Eucalyptus porosa,woody
Eucalyptus prava,woody
Eucalyptus pruinosa,woody
Eucalyptus racemosa,woody
Eucalyptus remota,woody
Eucalyptus rigidula,woody
Eucalyptus rossii,woody
Eucalyptus rudis,woody
Eucalyptus rugosa,woody
Eucalyptus salmonophloia,woody
Eucalyptus salubris,woody
Eucalyptus sideroxylon,woody
Eucalyptus sieberi,woody
Eucalyptus similis,woody
Eucalyptus socialis,woody
Eucalyptus sparsifolia,woody
Eucalyptus stricta,woody
Eucalyptus tectifica,woody
Eucalyptus tenera,woody
Eucalyptus tetrodonta,woody
Eucalyptus tintinnans,woody
Eucalyptus todtiana,woody
Eucalyptus transcontinentalis,woody
Eucalyptus trivalva,woody
Eucalyptus urna,woody
Eucalyptus victrix,woody
Eucalyptus viminalis,woody
Eucalyptus wandoo,woody
Eucalyptus yalatensis,woody
Eucalyptus yilgarnensis,woody
Eucalyptus youngiana,woody
Euryomyrtus leptospermoides,woody
Euryomyrtus maidenii,woody
Euryomyrtus ramosissima,woody
Euryomyrtus recurva,woody
Homalocalyx aureus,woody
Homalocalyx grandiflorus,woody
Homalocalyx pulcherrimus,woody
Homalocalyx thryptomenoides,woody
Homoranthus flavescens,woody
Hypocalymma angustifolium,woody
Hypocalymma strictum,woody
Hysterobaeckea behrii,woody
Kunzea glabrescens,woody
Kunzea micrantha,woody
Kunzea muelleri,woody
Kunzea recurva,woody
Lamarchea hakeifolia,woody
Leptospermum arachnoides,woody
Leptospermum continentale,woody
Leptospermum divaricatum,woody
Leptospermum erubescens,woody
Leptospermum fastigiatum,woody
Leptospermum minutifolium,woody
Leptospermum myrsinoides,woody
Leptospermum polygalifolium,woody
Leptospermum spinescens,woody
Leptospermum trinervium,woody
Lithomyrtus obtusa,woody
Lophostemon grandiflorus,woody
Lophostemon suaveolens,woody
Malleostemon hursthousei,woody
Malleostemon peltiger,woody
Melaleuca acuminata,woody
Melaleuca argentea,woody
Melaleuca bracteata,woody
Melaleuca calyptroides,woody
Melaleuca cardiophylla,woody
Melaleuca citrolens,woody
Melaleuca cordata,woody
Melaleuca decussata,woody
Melaleuca eleuterostachya,woody
Melaleuca filifolia,woody
Melaleuca gibbosa,woody
Melaleuca glomerata,woody
Melaleuca hamata,woody
Melaleuca lanceolata,woody
Melaleuca lateriflora,woody
Melaleuca laxiflora,woody
Melaleuca leucadendra,woody
Melaleuca nervosa,woody
Melaleuca pauperiflora,woody
Melaleuca protrusa,woody
Melaleuca psammophila,woody
Melaleuca scalena,woody
Melaleuca stenostachya,woody
Melaleuca subtrigona,woody
Melaleuca thymoides,woody
Melaleuca trichophylla,woody
Melaleuca trichostachya,woody
Melaleuca tuberculata,woody
Melaleuca uncinata,woody
Melaleuca viridiflora,woody
Micromyrtus clavata,woody
Micromyrtus erichsenii,woody
Micromyrtus flaviflora,woody
Micromyrtus greeniana,woody
Micromyrtus monotaxis,woody
Micromyrtus obovata,woody
Micromyrtus sessilis,woody
Neofabricia myrtifolia,woody
Phymatocarpus porphyrocephalus,woody
Pileanthus peduncularis,woody
Pileanthus vernicosus,woody
Regelia inops,woody
Scholtzia involucrata,woody
Syncarpia glomulifera,woody
Syzygium angophoroides,woody
Syzygium eucalyptoides,woody
Syzygium suborbiculare,woody
Taxandria parviceps,woody
Thryptomene costata,woody
Thryptomene dampieri,woody
Thryptomene ericaea,woody
Thryptomene kochii,woody
Thryptomene oligandra,woody
Thryptomene podantha,woody
Thryptomene repens,woody
Thryptomene urceolaris,woody
Verticordia chrysantha,woody
Verticordia eriocephala,woody
Verticordia helmsii,woody
Verticordia inclusa,woody
Verticordia monadelpha,woody
Verticordia picta,woody
Verticordia pritzelii,woody
Verticordia verticillata,woody
Xanthostemon paradoxus,woody
Xanthostemon xerophilus,woody
Eucalyptus comitae-vallis,woody
Nepenthes mirabilis,herbaceous
Nitraria billardierei,woody
Boerhavia burbidgeana,semi_woody
Boerhavia coccinea,herbaceous
Boerhavia dominii,herbaceous
Boerhavia gardneri,herbaceous
Boerhavia paludosa,herbaceous
Boerhavia repleta,herbaceous
Boerhavia schomburgkiana,herbaceous
Boerhavia sp. St George (A.Hill AQ399299),semi_woody
Olax stricta,woody
Jasminum didymum,woody
Jasminum molle,woody
Jasminum simplicifolium,woody
Notelaea microcarpa,woody
Olea europaea,woody
Epilobium gunnianum,herbaceous
Epilobium hirtigerum,herbaceous
Opilia amentacea,woody
Parentucellia latifolia,herbaceous
Oxalis exilis,herbaceous
Oxalis glabra,herbaceous
Oxalis perennans,herbaceous
Oxalis pes-caprae,herbaceous
Oxalis purpurea,herbaceous
Oxalis radicosa,herbaceous
Oxalis thompsoniae,herbaceous
Pandanus spiralis,woody
Fumaria capreolata,herbaceous
Passiflora foetida,woody
Peplidium aithocheilum,herbaceous
Peplidium sp. C Evol. Fl. Fauna Arid Aust. (N.T.Burbidge & A.Kanis 8158),herbaceous
Antidesma ghaesembilla,woody
Breynia oblongifolia,woody
Flueggea virosa,woody
Notoleptopus decaisnei,semi_woody
Phyllanthus aridus,woody
Phyllanthus carpentariae,woody
Phyllanthus erwinii,herbaceous
Phyllanthus exilis,semi_woody
Phyllanthus flagellaris,herbaceous
Phyllanthus hirtellus,woody
Phyllanthus lacunarius,herbaceous
Phyllanthus maderaspatensis,woody
Phyllanthus striaticaulis,semi_woody
Phyllanthus virgatus,semi_woody
Poranthera microphylla,herbaceous
Poranthera oreophila,herbaceous
Poranthera triandra,herbaceous
Sauropus brunonis,semi_woody
Sauropus rigens,woody
Synostemon glaucus,semi_woody
Synostemon hubbardii,semi_woody
Synostemon podenzanae,semi_woody
Choriceras tricorne,woody
Micrantheum demissum,woody
Petalostigma banksii,woody
Petalostigma pubescens,woody
Petalostigma quadriloculare,woody
Billardiera cymosa,woody
Billardiera scandens,semi_woody
Billardiera uniflora,woody
Billardiera venusta,woody
Billardiera versicolor,woody
Bursaria occidentalis,woody
Bursaria spinosa,woody
Marianthus bicolor,semi_woody
Marianthus erubescens,semi_woody
Pittosporum angustifolium,woody
Rhytidosporum procumbens,woody
Bacopa floribunda,woody
Limnophila brownii,herbaceous
Limnophila fragrans,herbaceous
Plantago antarctica,herbaceous
Plantago bellardii,herbaceous
Plantago cunninghamii,herbaceous
Plantago debilis,herbaceous
Plantago drummondii,herbaceous
Plantago euryphylla,herbaceous
Plantago gaudichaudii,herbaceous
Plantago lanceolata,herbaceous
Plantago varia,herbaceous
Stemodia florulenta,herbaceous
Stemodia glabella,herbaceous
Stemodia kingii,herbaceous
Stemodia lathraia,herbaceous
Stemodia lythrifolia,herbaceous
Veronica calycina,herbaceous
Veronica derwentiana,herbaceous
Veronica gracilis,herbaceous
Veronica hillebrandii,herbaceous
Veronica subtilis,herbaceous
Limonium lobatum,herbaceous
Agrostis bettyae,herbaceous
Agrostis capillaris,herbaceous
Agrostis venusta,herbaceous
Aira caryophyllea,herbaceous
Aira cupaniana,herbaceous
Aira elegantissima,herbaceous
Alloteropsis semialata,herbaceous
Amphibromus nervosus,herbaceous
Amphipogon caricinus,herbaceous
Amphipogon strictus,herbaceous
Amphipogon turbinatus,herbaceous
Ancistrachne uncinulata,herbaceous
Anisopogon avenaceus,herbaceous
Anthosachne scabra,herbaceous
Anthoxanthum odoratum,herbaceous
Aristida anthoxanthoides,herbaceous
Aristida arida,herbaceous
Aristida behriana,herbaceous
Aristida biglandulosa,herbaceous
Aristida calycina,herbaceous
Aristida caput-medusae,herbaceous
Aristida contorta,herbaceous
Aristida dominii,herbaceous
Aristida holathera,herbaceous
Aristida hygrometrica,herbaceous
Aristida inaequiglumis,herbaceous
Aristida ingrata,herbaceous
Aristida jerichoensis,herbaceous
Aristida latifolia,herbaceous
Aristida leptopoda,herbaceous
Aristida longicollis,herbaceous
Aristida nitidula,herbaceous
Aristida obscura,herbaceous
Aristida perniciosa,herbaceous
Aristida personata,herbaceous
Aristida pruinosa,herbaceous
Aristida ramosa,herbaceous
Aristida superpendens,herbaceous
Aristida utilis,herbaceous
Aristida warburgii,herbaceous
Arundinella nepalensis,herbaceous
Arundinella setosa,herbaceous
Astrebla elymoides,herbaceous
Astrebla lappacea,herbaceous
Astrebla pectinata,herbaceous
Astrebla squarrosa,herbaceous
Australopyrum velutinum,herbaceous
Austrostipa acrociliata,herbaceous
Austrostipa blackii,herbaceous
Austrostipa breviglumis,herbaceous
Austrostipa curticoma,herbaceous
Austrostipa drummondii,herbaceous
Austrostipa elegantissima,herbaceous
Austrostipa eremophila,herbaceous
Austrostipa flavescens,herbaceous
Austrostipa hemipogon,herbaceous
Austrostipa mollis,herbaceous
Austrostipa muelleri,herbaceous
Austrostipa mundula,herbaceous
Austrostipa nitida,herbaceous
Austrostipa nivicola,herbaceous
Austrostipa nodosa,herbaceous
Austrostipa nullanulla,herbaceous
Austrostipa pilata,herbaceous
Austrostipa platychaeta,herbaceous
Austrostipa plumigera,herbaceous
Austrostipa puberula,herbaceous
Austrostipa pubinodis,herbaceous
Austrostipa scabra,herbaceous
Austrostipa semibarbata,herbaceous
Austrostipa setacea,herbaceous
Austrostipa stuposa,herbaceous
Austrostipa trichophylla,herbaceous
Austrostipa verticillata,herbaceous
Avena barbata,herbaceous
Bothriochloa bladhii,herbaceous
Bothriochloa ewartiana,herbaceous
Bothriochloa macra,herbaceous
Bothriochloa pertusa,herbaceous
Brachyachne convergens,herbaceous
Brachyachne tenella,herbaceous
Brachypodium distachyon,herbaceous
Briza maxima,herbaceous
Briza minor,herbaceous
Bromus arenarius,herbaceous
Bromus diandrus,herbaceous
Bromus hordeaceus,herbaceous
Bromus madritensis,herbaceous
Bromus rubens,herbaceous
Capillipedium parviflorum,herbaceous
Capillipedium spicigerum,herbaceous
Cenchrus ciliaris,herbaceous
Cenchrus purpurascens,herbaceous
Cenchrus setiger,herbaceous
Chloris divaricata,herbaceous
Chloris pectinata,herbaceous
Chloris truncata,herbaceous
Chloris ventricosa,herbaceous
Chloris virgata,herbaceous
Chrysopogon elongatus,herbaceous
Chrysopogon fallax,herbaceous
Chrysopogon latifolius,herbaceous
Chrysopogon pallidus,herbaceous
Chrysopogon setifolius,herbaceous
Cleistochloa subjuncea,herbaceous
Cymbopogon ambiguus,herbaceous
Cymbopogon bombycinus,herbaceous
Cymbopogon obtectus,herbaceous
Cymbopogon refractus,herbaceous
Cynodon dactylon,herbaceous
Cynosurus echinatus,herbaceous
Dactylis glomerata,herbaceous
Dactyloctenium radulans,herbaceous
Deyeuxia carinata,herbaceous
Deyeuxia innominata,herbaceous
Deyeuxia monticola,herbaceous
Dichanthium annulatum,herbaceous
Dichanthium aristatum,herbaceous
Dichanthium fecundum,herbaceous
Dichanthium sericeum,herbaceous
Dichelachne crinita,herbaceous
Dichelachne hirtella,herbaceous
Dichelachne micrantha,herbaceous
Dichelachne rara,herbaceous
Digitaria ammophila,herbaceous
Digitaria bicornis,herbaceous
Digitaria brownii,herbaceous
Digitaria divaricatissima,herbaceous
Digitaria gibbosa,herbaceous
Digitaria longiflora,herbaceous
Digitaria papposa,herbaceous
Dimeria acinaciformis,herbaceous
Dimeria ornithopoda,herbaceous
Dinebra neesii,herbaceous
Diplachne fusca,herbaceous
Echinochloa colona,herbaceous
Ectrosia agrostoides,herbaceous
Ectrosia leporina,herbaceous
Ectrosia scabrida,herbaceous
Ehrharta longiflora,herbaceous
Enneapogon avenaceus,herbaceous
Enneapogon caerulescens,herbaceous
Enneapogon cylindricus,herbaceous
Enneapogon gracilis,herbaceous
Enneapogon intermedius,herbaceous
Enneapogon lindleyanus,herbaceous
Enneapogon nigricans,herbaceous
Enneapogon polyphyllus,herbaceous
Enneapogon purpurascens,herbaceous
Enneapogon robustissimus,herbaceous
Enteropogon acicularis,herbaceous
Enteropogon minutus,herbaceous
Enteropogon ramosus,herbaceous
Entolasia stricta,herbaceous
Eragrostis australasica,herbaceous
Eragrostis barrelieri,herbaceous
Eragrostis basedowii,herbaceous
Eragrostis cassa,herbaceous
Eragrostis cilianensis,herbaceous
Eragrostis concinna,herbaceous
Eragrostis cumingii,herbaceous
Eragrostis curvula,herbaceous
Eragrostis desertorum,herbaceous
Eragrostis dielsii,herbaceous
Eragrostis elongata,herbaceous
Eragrostis eriopoda,herbaceous
Eragrostis falcata,herbaceous
Eragrostis fallax,herbaceous
Eragrostis lacunaria,herbaceous
Eragrostis laniflora,herbaceous
Eragrostis lanipes,herbaceous
Eragrostis leptocarpa,herbaceous
Eragrostis leptostachya,herbaceous
Eragrostis parviflora,herbaceous
Eragrostis pergracilis,herbaceous
Eragrostis pilosa,herbaceous
Eragrostis pubescens,herbaceous
Eragrostis schultzii,herbaceous
Eragrostis setifolia,herbaceous
Eragrostis speciosa,herbaceous
Eragrostis stagnalis,herbaceous
Eragrostis tenellula,herbaceous
Eragrostis xerophila,herbaceous
Eremochloa bimaculata,herbaceous
Eriachne agrostidea,herbaceous
Eriachne aristidea,herbaceous
Eriachne armittii,herbaceous
Eriachne avenacea,herbaceous
Eriachne basedowii,herbaceous
Eriachne benthamii,herbaceous
Eriachne burkittii,herbaceous
Eriachne ciliata,herbaceous
Eriachne festucacea,herbaceous
Eriachne filiformis,herbaceous
Eriachne flaccida,herbaceous
Eriachne glauca,herbaceous
Eriachne helmsii,herbaceous
Eriachne humilis,herbaceous
Eriachne lanata,herbaceous
Eriachne major,herbaceous
Eriachne melicacea,herbaceous
Eriachne mucronata,herbaceous
Eriachne nervosa,herbaceous
Eriachne obtusa,herbaceous
Eriachne ovata,herbaceous
Eriachne pallescens,herbaceous
Eriachne pulchella,herbaceous
Eriachne sp. woolly culms (P.K.Latz 10065),herbaceous
Eriachne squarrosa,herbaceous
Eriachne stipacea,herbaceous
Eriachne triodioides,herbaceous
Eriachne triseta,herbaceous
Eriochloa crebra,herbaceous
Eriochloa procera,herbaceous
Eulalia aurea,herbaceous
Eulalia mackinlayi,herbaceous
Festuca arundinacea,herbaceous
Germainia truncatiglumis,herbaceous
Heteropogon contortus,herbaceous
Heteropogon triticeus,herbaceous
Hierochloe submutica,herbaceous
Holcolemma dispar,herbaceous
Holcus lanatus,herbaceous
Homopholis belsonii,herbaceous
Hordeum leporinum,herbaceous
Ischaemum australe,herbaceous
Ischaemum decumbens,herbaceous
Ischaemum fragile,herbaceous
Iseilema convexum,herbaceous
Iseilema dolichotrichum,herbaceous
Iseilema fragile,herbaceous
Iseilema macratherum,herbaceous
Iseilema membranaceum,herbaceous
Iseilema vaginiflorum,herbaceous
Koeleria macrantha,herbaceous
Lachnagrostis aemula,herbaceous
Lachnagrostis filiformis,herbaceous
Leptochloa digitata,herbaceous
Lolium perenne,herbaceous
Lolium rigidum,herbaceous
Megathyrsus maximus,herbaceous
Melinis repens,herbaceous
Microlaena stipoides,herbaceous
Mnesithea formosa,herbaceous
Mnesithea rottboellioides,herbaceous
Monachather paradoxus,herbaceous
Neurachne alopecuroidea,herbaceous
Neurachne munroi,herbaceous
Ophiuros exaltatus,herbaceous
Oryza australiensis,herbaceous
Oxychloris scariosa,herbaceous
Panicum decompositum,herbaceous
Panicum effusum,herbaceous
Panicum laevinode,herbaceous
Panicum larcomianum,herbaceous
Panicum mindanaense,herbaceous
Panicum queenslandicum,herbaceous
Panicum seminudum,herbaceous
Panicum simile,herbaceous
Panicum trachyrhachis,herbaceous
Paractaenum novae-hollandiae,herbaceous
Paractaenum refractum,herbaceous
Paraneurachne muelleri,herbaceous
Paspalidium caespitosum,herbaceous
Paspalidium clementii,herbaceous
Paspalidium constrictum,herbaceous
Paspalidium distans,herbaceous
Paspalidium globoideum,herbaceous
Paspalidium gracile,herbaceous
Paspalidium jubiflorum,herbaceous
Paspalidium rarum,herbaceous
Paspalidium reflexum,herbaceous
Paspalidium retiglume,herbaceous
Paspalum dilatatum,herbaceous
Paspalum scrobiculatum,herbaceous
Pentameris airoides,herbaceous
Pentameris pallida,herbaceous
Perotis rara,herbaceous
Pheidochloa gracilis,herbaceous
Phragmites australis,herbaceous
Poa clelandii,herbaceous
Poa clivicola,herbaceous
Poa costiniana,herbaceous
Poa fawcettiae,herbaceous
Poa hiemata,herbaceous
Poa hothamensis,herbaceous
Poa labillardierei,herbaceous
Poa mollis,herbaceous
Poa pratensis,herbaceous
Poa rodwayi,herbaceous
Poa sieberiana,herbaceous
Poa tenera,herbaceous
Pseudopogonatherum contortum,herbaceous
Pseudopogonatherum irritans,herbaceous
Pseudoraphis spinescens,herbaceous
Rostraria cristata,herbaceous
Rostraria pumila,herbaceous
Rytidosperma bipartitum,herbaceous
Rytidosperma caespitosum,herbaceous
Rytidosperma carphoides,herbaceous
Rytidosperma diemenicum,herbaceous
Rytidosperma erianthum,herbaceous
Rytidosperma geniculatum,herbaceous
Rytidosperma nudiflorum,herbaceous
Rytidosperma oreophilum,herbaceous
Rytidosperma pallidum,herbaceous
Rytidosperma penicillatum,herbaceous
Rytidosperma pilosum,herbaceous
Rytidosperma racemosum,herbaceous
Rytidosperma setaceum,herbaceous
Rytidosperma tenuius,herbaceous
Sacciolepis myosuroides,herbaceous
Schismus barbatus,herbaceous
Schizachyrium fragile,herbaceous
Schizachyrium pachyarthron,herbaceous
Schizachyrium perplexum,herbaceous
Schizachyrium pseudeulalia,herbaceous
Sehima nervosum,herbaceous
Setaria apiculata,herbaceous
Setaria surgens,herbaceous
Setaria verticillata,herbaceous
Sorghum intrans,herbaceous
Sorghum plumosum,herbaceous
Sorghum stipoideum,herbaceous
Sorghum timorense,herbaceous
Sporobolus actinocladus,herbaceous
Sporobolus advenus,herbaceous
Sporobolus australasicus,herbaceous
Sporobolus caroli,herbaceous
Sporobolus mitchellii,herbaceous
Sporobolus pulchellus,herbaceous
Sporobolus virginicus,herbaceous
Tetrarrhena juncea,herbaceous
Thaumastochloa brassii,herbaceous
Thaumastochloa major,herbaceous
Thaumastochloa pubescens,herbaceous
Thaumastochloa striata,herbaceous
Themeda arguens,herbaceous
Themeda avenacea,herbaceous
Themeda quadrivalvis,herbaceous
Themeda triandra,herbaceous
Thyridolepis mitchelliana,herbaceous
Thyridolepis xerophila,herbaceous
Tragus australianus,herbaceous
Triodia angusta,herbaceous
Triodia basedowii,herbaceous
Triodia bitextura,herbaceous
Triodia brizoides,herbaceous
Triodia bromoides,herbaceous
Triodia caelestialis,herbaceous
Triodia danthonioides,herbaceous
Triodia epactia,herbaceous
Triodia irritans,herbaceous
Triodia longiceps,herbaceous
Triodia melvillei,herbaceous
Triodia microstachya,herbaceous
Triodia plurinervata,herbaceous
Triodia pungens,herbaceous
Triodia rigidissima,herbaceous
Triodia scariosa,herbaceous
Triodia schinzii,herbaceous
Triodia scintillans,herbaceous
Triodia sp. Shovelanna Hill (S.van Leeuwen 3835),herbaceous
Triodia tomentosa,herbaceous
Triodia wiseana,herbaceous
Tripogonella loliiformis,herbaceous
Triraphis mollis,herbaceous
Trisetum spicatum,herbaceous
Uranthoecium truncatum,herbaceous
Urochloa holosericea,herbaceous
Urochloa panicoides,herbaceous
Urochloa piligera,herbaceous
Urochloa pubigera,herbaceous
Urochloa ramosa,herbaceous
Urochloa subquadripara,herbaceous
Vulpia bromoides,herbaceous
Vulpia muralis,herbaceous
Vulpia myuros,herbaceous
Xerochloa imberbis,herbaceous
Yakirra australiensis,herbaceous
Yakirra majuscula,herbaceous
Yakirra nulla,herbaceous
Zygochloa paradoxa,herbaceous
Comesperma integerrimum,herbaceous
Comesperma scoparium,woody
Comesperma spinosum,woody
Comesperma volubile,herbaceous
Polygala bifoliata,herbaceous
Polygala dependens,herbaceous
Polygala parviloba,herbaceous
Duma coccoloboides,semi_woody
Duma florulenta,woody
Polygonum plebeium,herbaceous
Rumex acetosella,herbaceous
Rumex brownii,herbaceous
Rumex vesicarius,herbaceous
Calandrinia baccata,herbaceous
Calandrinia balonensis,herbaceous
Calandrinia calyptrata,herbaceous
Calandrinia eremaea,herbaceous
Calandrinia flava,herbaceous
Calandrinia granulifera,herbaceous
Calandrinia polyandra,herbaceous
Calandrinia ptychosperma,herbaceous
Calandrinia pumila,herbaceous
Calandrinia schistorhiza,herbaceous
Calandrinia stagnensis,herbaceous
Calandrinia uniflora,herbaceous
Portulaca bicolor,herbaceous
Portulaca decipiens,herbaceous
Portulaca digyna,herbaceous
Portulaca filifolia,herbaceous
Portulaca intraterranea,herbaceous
Portulaca oleracea,herbaceous
Portulaca oligosperma,herbaceous
Portulaca pilosa,herbaceous
Portulaca sp. finely echinate (D.G.Tulloch 41),herbaceous
Portulaca sp. smooth seed (C.R.Michell 2286),herbaceous
Lysimachia arvensis,herbaceous
Adenanthos cuneatus,woody
Adenanthos cygnorum,woody
Adenanthos macropodianus,woody
Adenanthos obovatus,woody
Banksia alliacea,woody
Banksia armata,woody
Banksia attenuata,woody
Banksia dallanneyi,woody
Banksia dentata,woody
Banksia elderiana,woody
Banksia ericifolia,woody
Banksia grandis,woody
Banksia ilicifolia,woody
Banksia lindleyana,woody
Banksia marginata,woody
Banksia menziesii,woody
Banksia neoanglica,woody
Banksia nivea,woody
Banksia nobilis,woody
Banksia oblongifolia,woody
Banksia ornata,woody
Banksia sceptrum,woody
Banksia serrata,woody
Banksia spinulosa,woody
Banksia squarrosa,woody
Banksia violacea,woody
Conospermum longifolium,woody
Conospermum microflorum,woody
Conospermum patens,woody
Conospermum stoechadis,woody
Grevillea acuaria,woody
Grevillea agrifolia,woody
Grevillea albiflora,woody
Grevillea annulifera,woody
Grevillea aspera,woody
Grevillea australis,woody
Grevillea berryana,woody
Grevillea buxifolia,woody
Grevillea cagiana,woody
Grevillea ceratocarpa,woody
Grevillea decurrens,woody
Grevillea didymobotrya,woody
Grevillea dimidiata,woody
Grevillea dryandri,woody
Grevillea eremophila,woody
Grevillea eriostachya,woody
Grevillea excelsior,woody
Grevillea glauca,woody
Grevillea goodii,woody
Grevillea haplantha,woody
Grevillea heliosperma,woody
Grevillea hookeriana,woody
Grevillea huegelii,woody
Grevillea juncifolia,woody
Grevillea lavandulacea,woody
Grevillea leptobotrys,woody
Grevillea mcgillivrayi,woody
Grevillea mimosoides,woody
Grevillea nematophylla,woody
Grevillea obliquistigma,woody
Grevillea oncogyne,woody
Grevillea paradoxa,woody
Grevillea parallela,woody
Grevillea pauciflora,woody
Grevillea phylicoides,woody
Grevillea pluricaulis,woody
Grevillea pteridifolia,woody
Grevillea pterosperma,woody
Grevillea pyramidalis,woody
Grevillea quinquenervis,woody
Grevillea ramosissima,woody
Grevillea refracta,woody
Grevillea sarissa,woody
Grevillea sericea,woody
Grevillea stenobotrya,woody
Grevillea striata,woody
Grevillea teretifolia,woody
Grevillea velutinella,woody
Grevillea viridiflava,woody
Grevillea wickhamii,woody
Grevillea yorkrakinensis,woody
Hakea arborescens,woody
Hakea bucculenta,woody
Hakea carinata,woody
Hakea ceratophylla,woody
Hakea chordophylla,woody
Hakea circumalata,woody
Hakea corymbosa,woody
Hakea divaricata,woody
Hakea erecta,woody
Hakea eyreana,woody
Hakea francisiana,woody
Hakea laevipes,woody
Hakea leucoptera,woody
Hakea lissocarpha,woody
Hakea lorea,woody
Hakea macrocarpa,woody
Hakea microcarpa,woody
Hakea minyma,woody
Hakea mitchellii,woody
Hakea orthorrhyncha,woody
Hakea pedunculata,woody
Hakea persiehana,woody
Hakea platysperma,woody
Hakea propinqua,woody
Hakea prostrata,woody
Hakea recurva,woody
Hakea rostrata,woody
Hakea rugosa,woody
Hakea ruscifolia,woody
Hakea scoparia,woody
Hakea sericea,woody
Hakea tephrosperma,woody
Hakea trifurcata,woody
Hakea vittata,woody
Isopogon anemonifolius,woody
Isopogon ceratophyllus,woody
Isopogon formosus,woody
Isopogon longifolius,woody
Isopogon scabriusculus,woody
Isopogon trilobus,woody
Lambertia formosa,woody
Lambertia inermis,woody
Lomatia silaifolia,woody
Orites lancifolius,woody
Persoonia acicularis,woody
Persoonia bowgada,woody
Persoonia comata,woody
Persoonia coriacea,woody
Persoonia cornifolia,woody
Persoonia falcata,woody
Persoonia hexagona,woody
Persoonia inconspicua,woody
Persoonia laurina,woody
Persoonia levis,woody
Persoonia linearis,woody
Persoonia longifolia,woody
Persoonia mollis,woody
Persoonia myrtilloides,woody
Persoonia pinifolia,woody
Petrophile canescens,woody
Petrophile ericifolia,woody
Petrophile filifolia,woody
Petrophile heterophylla,woody
Petrophile linearis,woody
Petrophile multisecta,woody
Petrophile pedunculata,woody
Petrophile pulchella,woody
Petrophile semifurcata,woody
Petrophile squamata,woody
Petrophile striata,woody
Petrophile stricta,woody
Stenocarpus acacioides,woody
