species,eoo_aus,aoo_aus
Grevillea anethifolia,1225251.442,728
Grevillea aneura,18525.90724,136
Grevillea angulata,211559.1705,212
Grevillea angustiloba,NA,8
Grevillea angustiloba subsp. angustiloba,25877.11112,156
Grevillea angustiloba subsp. wirregaensis,3532.478634,88
Grevillea annulifera,12105.5435,216
Grevillea aquifolium,88544.06164,824
Grevillea arenaria,41022.10006,44
Grevillea arenaria subsp. arenaria,362337.8528,508
Grevillea arenaria subsp. canescens,113267.8384,176
Grevillea argyrophylla,36161.50103,184
Grevillea armigera,97271.90158,172
Grevillea asparagoides,23058.60057,112
Grevillea aspera,495146.975,656
Grevillea aspleniifolia,0,8
Grevillea asteriscosa,12173.76267,92
Grevillea aurea,16827.68661,140
Grevillea australis,321856.7464,892
Grevillea baileyana,772688.266,356
Grevillea banksii,836533.2126,516
Grevillea banyabba,238.8944823,56
Grevillea barklyana,214954.2597,80
Grevillea batrachioides,53.42388502,12
Grevillea baueri,287.2222551,12
Grevillea baueri subsp. asperula,8890.528717,212
Grevillea baueri subsp. baueri,4308.998801,132
Grevillea baxteri,87498.88859,120
Grevillea beadleana,33998.49898,88
Grevillea beardiana,49529.03318,264
Grevillea bedggoodiana,305.5647013,56
Grevillea bemboka,77.0515705,12
Grevillea benthamiana,25283.88207,140
Grevillea berryana,1213588.719,368
Grevillea biformis,49218.50605,32
Grevillea biformis subsp. biformis,227758.3709,648
Grevillea biformis subsp. cymbiformis,6419.800318,44
Grevillea bipinnatifida,27092.50987,228
Grevillea bipinnatifida subsp. bipinnatifida,27128.2231,340
Grevillea bipinnatifida subsp. pagna,259.9063184,16
Grevillea biternata,214811.3942,400
Grevillea brachystachya,20093.6603,72
Grevillea brachystylis,1147.139356,56
Grevillea brachystylis subsp. australis,715.8091058,24
Grevillea brachystylis subsp. brachystylis,2463.90847,56
Grevillea brachystylis subsp. grandis,51.36086469,12
Grevillea bracteosa,11459.03991,28
Grevillea bracteosa subsp. bracteosa,1589.634594,48
Grevillea bracteosa subsp. howatharra,4066.44811,28
Grevillea brevifolia,8916.745019,88
Grevillea brevis,2826.783077,108
Grevillea bronwenae,1540.309811,60
Grevillea burrowa,3.558149063,16
Grevillea buxifolia,197972.4241,140
Grevillea buxifolia subsp. buxifolia,13968.09921,532
Grevillea buxifolia subsp. ecorniculata,1010.4155,20
Grevillea byrnesii,137687.2375,180
Grevillea cagiana,128632.7219,912
Grevillea calcicola,93288.48748,36
Grevillea caleyi,619.5071722,64
Grevillea calliantha,1.055030613,16
Grevillea callichlaena,0.390296376,4
Grevillea candelabroides,32216.19806,212
Grevillea candicans,7551.318305,76
Grevillea candolleana,684.2979571,36
Grevillea capitellata,1399.39506,80
Grevillea celata,108.1594175,56
Grevillea centristigma,24604.2608,164
Grevillea ceratocarpa,18807.73961,104
Grevillea cheilocarpa,79.74068762,20
Grevillea christineae,28671.52082,32
Grevillea chrysophaea,24118.73123,312
Grevillea cirsiifolia,30877.24326,192
Grevillea coccinea,4435.556042,44
Grevillea coccinea subsp. coccinea,50656.85925,376
Grevillea coccinea subsp. lanata,153.8430266,12
Grevillea commutata,12968.8662,44
Grevillea commutata subsp. commutata,13100.42847,224
Grevillea commutata subsp. pinnatisecta,3186.119796,16
Grevillea concinna,31177.43204,36
Grevillea concinna subsp. concinna,28146.39353,68
Grevillea concinna subsp. lemanniana,47187.47465,300
Grevillea confertifolia,15055.29567,80
Grevillea corrugata,158.0141888,12
Grevillea costata,3496.340447,36
Grevillea crassifolia,1002.733499,52
Grevillea cravenii,0,4
Grevillea crithmifolia,5637.577002,88
Grevillea crowleyae,8583.323003,28
Grevillea cunninghamii,96024.23003,212
Grevillea curviloba,311.5307353,16
Grevillea curviloba subsp. curviloba,105.1151247,16
Grevillea curviloba subsp. incurva,996782.034,36
Grevillea cyranostigma,34751.89324,104
Grevillea decipiens,28779.33508,72
Grevillea decora,272002.461,104
Grevillea decora subsp. decora,301238.2747,512
Grevillea decora subsp. telfordii,413.5021987,44
Grevillea decurrens,583061.0519,740
Grevillea deflexa,647537.2161,476
Grevillea delta,53.42388502,12
Grevillea depauperata,10308.47815,312
Grevillea didymobotrya,179707.5798,52
Grevillea didymobotrya subsp. didymobotrya,616121.2879,976
Grevillea didymobotrya subsp. involuta,13791.26681,56
Grevillea dielsiana,51309.22767,296
Grevillea diffusa,3529.816833,68
Grevillea diffusa subsp. constablei,56.29583047,28
Grevillea diffusa subsp. diffusa,722.0868275,116
Grevillea diffusa subsp. filipendula,848.0119407,76
Grevillea dilatata,60057.98757,300
Grevillea dimidiata,1648454.465,356
Grevillea diminuta,2703.628894,128
Grevillea dimorpha,16602.17161,128
Grevillea disjuncta,48234.49905,144
Grevillea diversifolia,13619.55634,28
Grevillea diversifolia subsp. diversifolia,6358.168202,112
Grevillea diversifolia subsp. subtersericata,8293.516653,160
Grevillea dolichopoda,31321.30906,308
Grevillea donaldiana,0,4
Grevillea drummondii,19466.68791,52
Grevillea dryandri,1360103.772,632
Grevillea dryandri subsp. dasycarpa,460120.3732,300
Grevillea dryandri subsp. dryandri,3398900.927,1084
Grevillea dryandroides,8019.82235,16
Grevillea dryandroides subsp. dryandroides,1169.581814,20
Grevillea dryandroides subsp. hirsuta,10154.65257,64
Grevillea dryophylla,3821.035114,92
Grevillea dunlopii,2948.85098,100
Grevillea elongata,820.8394582,20
Grevillea endlicheriana,9932.203594,248
Grevillea epicroca,349.5833932,32
Grevillea erectiloba,47113.68873,100
Grevillea eremophila,93191.42652,92
Grevillea erinacea,11035.49828,96
Grevillea eriobotrya,340178.0027,108
Grevillea eriostachya,2092359.495,1376
Grevillea eryngioides,105501.6278,332
Grevillea erythroclada,688922.3995,168
Grevillea evanescens,1633.677545,32
Grevillea evansiana,2312.540737,136
Grevillea excelsior,800020.0621,624
Grevillea exposita,666.347651,64
Grevillea extorris,520244.914,260
Grevillea fasciculata,123864.7405,676
Grevillea fastigiata,3246.854165,40
Grevillea fililoba,54.05051498,12
Grevillea fistulosa,612.8604532,56
Grevillea flexuosa,4230.642043,24
Grevillea floribunda,2180948.94,212
Grevillea floribunda subsp. floribunda,711596.4971,1116
Grevillea floribunda subsp. tenella,32646.63607,144
Grevillea florida,12390.2371,68
Grevillea floripendula,102.4370429,52
Grevillea formosa,17710.25315,120
Grevillea fulgens,257.4531242,24
Grevillea fuscolutea,152.2105705,20
Grevillea gariwerdensis,1485.886022,56
Grevillea georgeana,17407.06819,104
Grevillea glabrescens,11634.45647,132
Grevillea glauca,502513.2388,772
Grevillea globosa,6603.442235,88
Grevillea glossadenia,19786.3804,172
Grevillea goodii,645969.8338,404
Grevillea gordoniana,224089.5696,176
Grevillea granulifera,20316.05926,116
Grevillea granulosa,35918.77047,148
Grevillea guthrieana,11264.46271,72
Grevillea hakeoides,87769.57896,32
Grevillea hakeoides subsp. hakeoides,38996.38106,160
Grevillea hakeoides subsp. stenophylla,992531.2201,504
Grevillea halmaturina subsp. halmaturina,2991.470119,144
Grevillea halmaturina subsp. laevis,1597.038552,120
Grevillea haplantha,34263.63919,20
Grevillea haplantha subsp. haplantha,102065.5317,228
Grevillea haplantha subsp. recedens,2050.857764,20
Grevillea heliosperma,4006240.976,1212
Grevillea helmsiae,170397.6375,332
Grevillea hilliana,617393.8305,320
Grevillea hirtella,3400.693159,64
Grevillea hislopii,52.34471365,12
Grevillea hockingsii,5186.202814,64
Grevillea hodgei,3.211246453,12
Grevillea hookeriana,123614.7034,144
Grevillea hookeriana subsp. apiciloba,212897.8272,392
Grevillea hookeriana subsp. digitata,30929.29501,132
Grevillea hookeriana subsp. hookeriana,165780.689,608
Grevillea huegelii,1697093.557,2512
Grevillea humifusa,75582.83515,24
Grevillea humilis,10010.71647,12
Grevillea humilis subsp. humilis,18150.57261,172
Grevillea humilis subsp. lucens,5570.696543,36
Grevillea humilis subsp. maritima,6546.234853,76
Grevillea iaspicula,0,8
Grevillea ilicifolia,268161.3069,340
Grevillea ilicifolia subsp. ilicifolia,353895.5316,872
Grevillea ilicifolia subsp. lobata,107857.252,336
Grevillea imberbis,1267.619183,40
Grevillea inconspicua,56065.14746,124
Grevillea incrassata,55135.932,272
Grevillea incurva,5780.696404,32
Grevillea infecunda,73.66913752,40
Grevillea infundibularis,563.0143088,12
Grevillea insignis,24090.9782,28
Grevillea insignis subsp. elliotii,941.6152068,28
Grevillea insignis subsp. insignis,37095.28445,224
Grevillea integrifolia,119838.8619,224
Grevillea intricata,8555.452821,92
Grevillea involucrata,3725.679207,44
Grevillea irrasa,NA,4
Grevillea irrasa subsp. didymochiton,1512.948025,68
Grevillea irrasa subsp. irrasa,39.55477654,40
Grevillea jephcottii,225.4736292,76
Grevillea johnsonii,23149.74926,104
Grevillea juncifolia,3334442.486,204
Grevillea juncifolia subsp. juncifolia,5031002.47,1936
Grevillea juncifolia subsp. temulenta,1713235.592,276
Grevillea juniperina,337904.4747,108
Grevillea juniperina subsp. allojohnsonii,176658.9757,224
Grevillea juniperina subsp. amphitricha,8169.663547,92
Grevillea juniperina subsp. fortis,800.0485072,60
Grevillea juniperina subsp. juniperina,227102.5892,160
Grevillea juniperina subsp. sulphurea,12172.8389,44
Grevillea juniperina subsp. trinervis,19387.09162,52
Grevillea juniperina subsp. villosa,196.3833034,40
Grevillea kedumbensis,1708.307212,56
Grevillea kenneallyi,5593.573074,24
Grevillea kennedyana,3509.270409,48
Grevillea kirkalocka,0.03654854,12
Grevillea lanigera,250826.7424,1188
Grevillea latifolia,29322.18726,68
Grevillea laurifolia,5754.338613,188
Grevillea laurifolia subsp. caleyana,4857.973557,112
Grevillea laurifolia subsp. laurifolia,404.4448481,24
Grevillea lavandulacea,182567.7135,88
Grevillea lavandulacea subsp. lavandulacea,498920.29,1520
Grevillea lavandulacea subsp. rogersii,24011.68042,120
Grevillea leiophylla,29937.3032,140
Grevillea leptobotrys,476884.5346,372
Grevillea leptopoda,27869.95763,96
Grevillea leucoclada,1585.680089,40
Grevillea leucopteris,41280.34948,260
Grevillea levis,176275.3576,420
Grevillea linearifolia,1131435.924,576
Grevillea linsmithii,13230.73928,96
Grevillea lissopleura,1987.365579,24
Grevillea longicuspis,4405.289233,100
Grevillea longifolia,9392.749108,248
Grevillea longistyla,253269.0877,476
Grevillea lullfitzii,207.9038883,20
Grevillea maccutcheonii,978.2731867,12
Grevillea macleayana,19298.70246,136
Grevillea maherae,0,4
Grevillea makinsonii,1074.476735,48
Grevillea manglesii,39533.61411,12
Grevillea manglesii subsp. dissectifolia,5110.407377,56
Grevillea manglesii subsp. manglesii,159001.6118,184
Grevillea manglesii subsp. ornithopoda,987.3337626,28
Grevillea manglesioides,55733.15088,20
Grevillea manglesioides subsp. ferricola,2150.384012,32
Grevillea manglesioides subsp. manglesioides,12364.90566,176
Grevillea manglesioides subsp. metaxa,3619.315542,164
Grevillea marriottii,0,8
Grevillea masonii,77.42547715,20
Grevillea maxwellii,153.2598867,16
Grevillea mcgillivrayi,120467.2187,336
Grevillea metamorpha,0,4
Grevillea micrantha,25983.7241,100
Grevillea microstegia,126.4217361,36
Grevillea microstyla,0,8
Grevillea mimosoides,1348938.893,724
Grevillea miniata,33369.35244,128
Grevillea minutiflora,1907.375031,36
Grevillea miqueliana,12810.01582,16
Grevillea miqueliana subsp. cincta,0,8
Grevillea miqueliana subsp. miqueliana,2955.141778,64
Grevillea miqueliana subsp. moroka,594.1549099,40
Grevillea mollis,1010.65146,24
Grevillea molyneuxii,40.75434375,44
Grevillea monslacana,53.77967111,48
Grevillea montana,428477.1638,204
Grevillea monticola,140423.3999,172
Grevillea montis-cole,72.84655586,28
Grevillea montis-cole subsp. brevistyla,1.204708406,12
Grevillea montis-cole subsp. montis-cole,55.41892655,64
Grevillea mucronulata,146157.63,624
Grevillea muelleri,7475.604508,84
Grevillea murex,376.8052241,28
Grevillea muricata,1882.755077,184
Grevillea myosodes,635474.0171,140
Grevillea nana,6929.493265,16
Grevillea nana subsp. abbreviata,6571.244247,36
Grevillea nana subsp. nana,56706.80774,124
Grevillea nematophylla,1048060.829,76
Grevillea nematophylla subsp. nematophylla,2874521.946,792
Grevillea nematophylla subsp. planicosta,118908.1071,72
Grevillea nematophylla subsp. supraplana,628284.0067,216
Grevillea neodissecta,2933.854623,24
Grevillea neorigida,1494.226513,76
Grevillea neorigida subsp. distans,1621.933522,52
Grevillea neorigida subsp. neorigida,1197.349911,44
Grevillea neurophylla,8269.571412,16
Grevillea neurophylla subsp. fluviatilis,10949.6713,84
Grevillea neurophylla subsp. neurophylla,71177.62483,108
Grevillea newbeyi,9811.641098,120
Grevillea nivea,0,4
Grevillea nudiflora,1386904.526,620
Grevillea obliquistigma,26316.93231,28
Grevillea obliquistigma subsp. cullenii,50383.37049,24
Grevillea obliquistigma subsp. funicularis,43242.88287,152
Grevillea obliquistigma subsp. obliquistigma,236712.5908,604
Grevillea obtecta,390.783166,104
Grevillea obtusiflora,2777.53538,16
Grevillea obtusiflora subsp. fecunda,115.8585292,52
Grevillea obtusiflora subsp. obtusiflora,2738.489722,28
Grevillea obtusifolia,768964.2276,96
Grevillea occidentalis,341259.9167,316
Grevillea oldei,837.2896204,32
Grevillea oleoides,8264.322107,256
Grevillea oligantha,111713.1275,740
Grevillea oligomera,78730.04907,144
Grevillea olivacea,6724.927416,64
Grevillea oncogyne,62877.94092,320
Grevillea oxyantha,10312.6602,48
Grevillea oxyantha subsp. ecarinata,1571.137847,52
Grevillea oxyantha subsp. oxyantha,41055.7512,244
Grevillea pachylostyla,337.2341745,32
Grevillea paniculata,816652.8561,532
Grevillea papillosa,2106.525981,44
Grevillea paradoxa,159963.2607,716
Grevillea parallela,3624391.547,2072
Grevillea parallelinervis,10336.09451,168
Grevillea parviflora,204788.6918,208
Grevillea parviflora subsp. parviflora,75726.04384,396
Grevillea parviflora subsp. supplicans,180.1213589,60
Grevillea parvula,62957.17234,164
Grevillea patentiloba,6163.107832,32
Grevillea patentiloba subsp. patentiloba,24354.7576,212
Grevillea patentiloba subsp. platypoda,165.3010746,60
Grevillea patulifolia,177763.2816,304
Grevillea pauciflora,479845.2617,60
Grevillea pauciflora subsp. leptophylla,18018.88037,60
Grevillea pauciflora subsp. pauciflora,373177.4159,344
Grevillea pauciflora subsp. psilophylla,3881.821241,88
Grevillea pauciflora subsp. saxatilis,35.45598505,28
Grevillea pectinata,109745.8905,484
Grevillea petrophiloides,157583.3435,76
Grevillea petrophiloides subsp. magnifica,22546.71757,40
Grevillea petrophiloides subsp. petrophiloides,207951.7886,500
Grevillea petrophiloides subsp. remota,28946.67867,28
Grevillea phanerophlebia,423.0841502,12
Grevillea phillipsiana,25310.86559,40
Grevillea phylicoides,16231.09363,208
Grevillea pilosa subsp. pilosa,13880.46339,160
Grevillea pilosa subsp. redacta,365.6412718,20
Grevillea pilulifera,131290.7637,644
Grevillea pimeleoides,8541.755501,52
Grevillea pinaster,1479882.528,524
Grevillea pinifolia,9796.312638,32
Grevillea pityophylla,46499.86201,296
Grevillea pluricaulis,140954.4947,220
Grevillea plurijuga,124348.9724,100
Grevillea plurijuga subsp. plurijuga,63022.33304,308
Grevillea plurijuga subsp. superba,27006.02086,188
Grevillea polyacida,13122.5799,104
Grevillea polybotrya,19210.30633,104
Grevillea polybractea,22262.22052,204
Grevillea polychroma,3169.575884,92
Grevillea prasina,212499.2815,596
Grevillea preissii,11538.23086,20
Grevillea preissii subsp. glabrilimba,9938.048598,140
Grevillea preissii subsp. preissii,12293.48305,244
Grevillea prominens,621.6015136,28
Grevillea prostrata,34619.83772,128
Grevillea psilantha,58.75982049,12
Grevillea pteridifolia,2793171.456,2344
Grevillea pterosperma,2797987.92,1392
Grevillea pulchella,102589.8143,108
Grevillea pulchella subsp. ascendens,64366.34541,284
Grevillea pulchella subsp. pulchella,45649.28095,336
Grevillea punctata,565.841564,28
Grevillea pungens,123657.9037,292
Grevillea pyramidalis,1140735.804,392
Grevillea pyramidalis subsp. leucadendron,942218.3721,620
Grevillea pyramidalis subsp. longiloba,256835.7086,24
Grevillea pyramidalis subsp. pyramidalis,454241.648,280
Grevillea pythara,53.23289758,12
Grevillea quadricauda,5008.023774,104
Grevillea quercifolia,54098.55548,540
Grevillea quinquenervis,1987.175364,380
Grevillea ramosissima,70930.24511,56
Grevillea ramosissima subsp. hypargyrea,236.8742185,56
Grevillea ramosissima subsp. ramosissima,135459.6024,388
Grevillea rara,51.70171193,12
Grevillea raybrownii,626.7182741,48
Grevillea refracta,1015796.576,212
Grevillea refracta subsp. glandulifera,10550.66038,140
Grevillea refracta subsp. refracta,1713859.596,1952
Grevillea renwickiana,2219.407151,64
Grevillea repens,2117.887795,100
Grevillea reptans,24572.65128,184
Grevillea rhizomatosa,243.2221764,48
Grevillea rhyolitica,18.71253173,16
Grevillea rhyolitica subsp. rhyolitica,319.6013105,52
Grevillea rhyolitica subsp. semivestita,154.8002722,24
Grevillea ripicola,1028.536967,20
Grevillea rivularis,530.1728406,32
Grevillea robusta,5129922.856,216
Grevillea rogersoniana,8339.977837,88
Grevillea rosieri,39531.54166,36
Grevillea rosmarinifolia,846599.7653,324
Grevillea rosmarinifolia subsp. glabella,172158.0335,248
Grevillea rosmarinifolia subsp. rosmarinifolia,514458.6471,320
Grevillea roycei,6157.741491,56
Grevillea rubicunda,9573.416196,84
Grevillea rudis,4761.870719,120
Grevillea saccata,3401.893817,84
Grevillea sarissa,272455.3007,72
Grevillea sarissa subsp. anfractifolia,218372.1408,104
Grevillea sarissa subsp. bicolor,188964.9766,76
Grevillea sarissa subsp. rectitepala,34643.40495,48
Grevillea sarissa subsp. sarissa,235695.2122,248
Grevillea sarissa subsp. succincta,149381.2272,88
Grevillea sarissa subsp. umbellifera,26487.35068,100
Grevillea saxicola,12237.59753,84
